Generation	Inchi	Smiles	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G4	MKAMKGLLECAYFO	C(C(C(C=O)O)NC)(CO)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8682	0.159	5	3	86.63	0.58628
G4	GOXOKVALQDFUQO	C(C(C(C(CN)=O)NC)O)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.266	0.083	5	3	92.42	-0.0635
G4	BFKHKOBPAOTDBS	C(CO)(C(C(C)O)NC)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7292	-0.133	4	3	69.56	2.286
G4	PJZMATYMGJUYEE	C(CN)(C(C(C)O)NC)=O	146.105527688	C6H14N2O2	6	14	2.0	-2.127	-0.209	4	3	75.35	1.6811
G4	AQFLKQCIIAXBAJ	C(CO)(C(C(CN)O)NC)=O	162.100442308	C6H14N2O3	6	14	3.0	-3.0537	0.298	5	4	95.58	2.7273
G4	UDLVWDNRQAKTRM	C(CN)(C(C(CN)O)NC)=O	161.11642672	C6H15N3O2	6	15	2.0	-3.4515	0.222	5	4	101.37	2.217
G4	COQRWSCSFYNMFA	C(C(CO)NC)(C(CO)N)=O	162.100442308	C6H14N2O3	6	14	3.0	-3.0537	0.298	5	4	95.58	-3.122
G4	DEAZJIFSIHQMRK	C(CN)(C(C(CO)O)NC)=O	162.100442308	C6H14N2O3	6	14	3.0	-3.0537	0.298	5	4	95.58	1.9732
G4	KPBDXXYGBORVAT	C(C(C(CO)NCCN)=O)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.219	0.161	5	3	92.42	-2.6073
G4	UYRFMUWRXLOBBB	C(C(C(C(CO)O)NC)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8682	0.159	5	3	86.63	-0.1816
G4	DXZTVZUWBDCATH	C(C(C(CN)NCCN)=O)=O	159.100776656	C6H13N3O2	6	13	2.0	-3.6168	0.085	5	3	98.21	-3.195
G4	GJHXZBFCSNGFRP	C(C)(C(CO)NCCN)=O	146.105527688	C6H14N2O2	6	14	2.0	-2.08	-0.131	4	3	75.35	-0.53124
G4	KBHNZMMIKLKMPU	C(C)(C(C(O)=O)NCCN)=O	160.084792244	C6H12N2O3	6	12	3.0	-5.5475	-0.113	5	3	92.42	-2.8533
G4	INLAGMNVJDHTDU	C(C(C(C(O)=O)N)NC)(C)=O	160.084792244	C6H12N2O3	6	12	3.0	-5.5945	-0.191	5	3	92.42	-4.1493
G4	XDGPATYUYQBMLI	C(C(C(C(O)=O)O)NC)(C)=O	161.068807832	C6H11NO4	6	11	4.0	-3.4699	-0.115	5	3	86.63	2.7733
G4	HZXJYMYXNJMGQG	C(C(C(CCO)=O)NC)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.3748	-0.007	5	3	86.63	-0.74001
G4	WELOVCNNNICYOW	C(CC(C(CO)NC)=O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.3748	-0.007	5	3	86.63	-2.3428
G4	LVKVBNGOGWYBDX	C(C)(C(CN)NCCN)=O	145.1215121	C6H15N3O	6	15	1.0	-2.4778	-0.207	4	3	81.14	-1.172
G4	MQYBFNUNOPFKFG	C(C)(C(C(C(CN)=O)O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.0771	-0.215	5	3	106.41	-3.0101
G4	UAXYMDPIHSTCOC	C(C)(C(C(C(CO)=O)N)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.0771	-0.215	5	3	106.41	-3.3621
G4	DJBVAJGQLJAUFA	C(C(C(C=O)N)N)(CCO)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.1631	-0.271	5	3	106.41	-6.2959
G4	SFOWPISLWZPADP	C(C(CO)(C(C(C)=O)N)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.2369	-0.11	5	3	106.41	-7.851
G4	HEXCXGWRCNDHMF	C(C(CO)(C(C(C)=O)N)O)(O)=O	177.063722452	C6H11NO5	6	11	5.0	-4.7032	0.199	6	4	120.85	-2.6983
G4	FUYLMWKUCUWIDH	C(C(CN)(C(C(C)=O)N)O)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.2369	-0.11	5	3	106.41	-5.9675
G4	JFSKNOAWMFGPPZ	C(C(C(C(C)=O)N)N)(O)=O	146.06914218	C5H10N2O3	5	10	3.0	-6.2817	-0.275	5	3	106.41	-8.1167
G4	ZCWXXODYEJSZLX	C(C(C(C(O)=O)N)N)(CCO)=O	176.079706864	C6H12N2O4	6	12	4.0	-6.754	-0.038	6	4	126.64	-7.9062
G4	IQLXFIRVDVRJLM	C(CC(C=O)N)(C(CO)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.1631	-0.271	5	3	106.41	-8.7176
G4	AHIYIUNMGXQPLE	C(CC(C=O)O)(C(CO)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-7.441
G4	DYRHWICOSDMZOM	C(CC(C(O)=O)O)(C(CO)N)=O	177.063722452	C6H11NO5	6	11	5.0	-4.6294	0.038	6	4	120.85	-4.7027
G4	YNYVDOSXWWANGB	C(C)(C(CN)NCCO)=O	146.105527688	C6H14N2O2	6	14	2.0	-2.08	-0.131	4	3	75.35	1.5215
G4	HPGSWHPFHJJBBE	C(C)(C(CN)NCC(O)=O)=O	160.084792244	C6H12N2O3	6	12	3.0	-5.5475	-0.113	5	3	92.42	-1.3418
G4	YKTAXVUYENFQNV	C(C(CC(C(CO)N)O)N)=O	162.100442308	C6H14N2O3	6	14	3.0	-3.1319	-0.22	5	4	109.57	-6.0092
G4	FIGZBXMCRPJZQZ	C(C(C(CO)C(C=O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0874	-0.141	5	3	100.62	-2.9693
G4	WSWLEOZFOWCRSH	C(C(CC(CO)(CO)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7128	0.125	5	4	103.78	-8.1296
G4	MBRDATTUNSBQJV	C(C(CC(CN)(CO)O)N)=O	162.100442308	C6H14N2O3	6	14	3.0	-3.1106	0.049	5	4	109.57	-6.7734
G4	BHSBUACOLPRNSU	C(C(CC(C(CN)O)O)N)=O	162.100442308	C6H14N2O3	6	14	3.0	-3.1319	-0.22	5	4	109.57	-3.3695
G4	LWUSNQUPTNBPRR	C(C(C(CO)C(C)O)N)=O	147.089543276	C6H13NO3	6	13	3.0	-1.9484	-0.433	4	3	83.55	-3.8712
G4	QDZDTHZHDAHQMY	C(C(CC(C(CO)O)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-3.3467
G4	OMHUMXATQALNHV	C(C(CC(CN)O)N)=O	132.089877624	C5H12N2O2	5	12	2.0	-2.5645	-0.349	4	3	89.34	-3.7531
G4	DRNOWLRLMGSCRP	C(C(C(CO)C(CN)O)N)=O	162.100442308	C6H14N2O3	6	14	3.0	-3.2729	-0.002	5	4	109.57	-3.0601
G4	QJOXUZFGAYXWMH	C(C(C(CO)CO)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.3077	-0.055	4	3	83.55	-4.8081
G4	OAJVUPPDNCAESW	C(C(CC(CO)O)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1667	-0.273	4	3	83.55	-8.1128
G4	CHNVRYXXUYGIMJ	C(C(C(CO)C(CO)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8751	0.074	5	4	103.78	-2.9687
G4	NKFXJTIJTRDNMZ	C(C(CCNCCO)N)=O	146.105527688	C6H14N2O2	6	14	2.0	-2.166	-0.187	4	3	75.35	-2.8842
G4	FRBCJYVQJPROLC	C(C(CCNCC(O)=O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-5.6335	-0.169	5	3	92.42	-5.0421
G4	HWIFYHSMLVURAF	C(CN)(CCNCCO)=O	146.105527688	C6H14N2O2	6	14	2.0	-1.9849	-0.023	4	3	75.35	0.75139
G4	YQJCGRXJDJESML	C(CN)(CCNCC(O)=O)=O	160.084792244	C6H12N2O3	6	12	3.0	-5.4524	-0.005	5	3	92.42	-1.5463
G4	RTLBJONNYFUNOP	C(C)(C(CNCCO)N)=O	146.105527688	C6H14N2O2	6	14	2.0	-2.08	-0.131	4	3	75.35	-2.4048
G4	JVNKKYLBJVWXPZ	C(C)(C(CNCC(O)=O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-5.5475	-0.113	5	3	92.42	-5.0741
G4	GUBYMJITZHVKPA	C(C(CNCC(C)=O)O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.4229	-0.037	5	3	86.63	2.7717
G4	DQVUDPPKNMDBNT	C(C1C(C(C(CN1)=O)O)O)(O)=O	175.048072388	C6H9NO5	6	9	5.0	-4.6831	0.168	6	4	106.86	2.4333
G4	VTXIFMFAZVEFRG	C(C1C(C(C(C=O)N1)O)O)(O)=O	175.048072388	C6H9NO5	6	9	5.0	-5.131	0.004	6	4	106.86	-1.1198
G4	QJYVUOANCBNCPW	C(C(C(CO)(C(C=O)N)O)N)(O)=O	192.074621484	C6H12N2O5	6	12	5.0	-7.9356	0.466	7	5	146.87	-8.2806
G4	MKSBZFRINVWWOL	C(C(C(C(C(CN)=O)O)O)N)(O)=O	192.074621484	C6H12N2O5	6	12	5.0	-7.7758	0.361	7	5	146.87	-4.91
G4	WDSUEHITHCAFBV	C(C(C(C(C(CO)=O)N)O)N)(O)=O	192.074621484	C6H12N2O5	6	12	5.0	-7.7758	0.361	7	5	146.87	-4.7018
G4	DCDJENWGGXWNJU	C(C(C=O)C(C(C(O)=O)N)O)=O	175.048072388	C6H9NO5	6	9	5.0	-5.1638	-0.123	6	3	117.69	-7.7695
G4	QNUPLNHRQRTGJA	C(C(C(CC(C=O)=O)O)N)(O)=O	175.048072388	C6H9NO5	6	9	5.0	-4.8417	-0.177	6	3	117.69	-7.4279
G4	UIDAQMMDNDHFSI	C(C(C(C(C=O)=O)O)N)(O)=O	161.032422324	C5H7NO5	5	7	5.0	-5.2961	0.093	6	3	117.69	-7.4437
G4	MNQUFESMKSHHGC	C(C1C(C(CN1)=O)O)(O)=O	145.037507704	C5H7NO4	5	7	4.0	-4.173	0.039	5	3	86.63	2.4064
G4	SCLZTXJCEMNUIA	C(C(C(C=O)NCCO)N)(O)=O	176.079706864	C6H12N2O4	6	12	4.0	-6.6553	0.23	6	4	112.65	-7.3489
G4	ITTPBHYSYOAISS	C(C(C(C(O)=O)N)NCC(O)=O)=O	190.05897142	C6H10N2O5	6	10	5.0	-7.0049	0.248	7	4	129.72	-10.161
G4	BNBSHDREJHKYQH	C(C(C(C(CN)=O)O)N)(O)=O	162.0640568	C5H10N2O4	5	10	4.0	-7.2084	0.232	6	4	126.64	-5.2918
G4	MFTKQYLBPTWDRC	C(C(C(C(O)=O)NCC=O)N)=O	174.0640568	C6H10N2O4	6	10	4.0	-6.8676	0.015	6	3	109.49	-0.81713
G4	XAUSNBIHOWMTNP	C(C(C(C(O)=O)N)N)=O	132.053492116	C4H8N2O3	4	8	3.0	-6.8221	-0.061	5	3	106.41	-8.9293
G4	BRQBRKAGAFPENO	C(C(C(C(CO)=O)N)N)(O)=O	162.0640568	C5H10N2O4	5	10	4.0	-7.2084	0.232	6	4	126.64	-5.7521
G4	UYUDHGQIFBWGMF	C(C(C(C(O)=O)N)NCC=O)=O	174.0640568	C6H10N2O4	6	10	4.0	-6.8676	0.015	6	3	109.49	-7.4824
G4	VJRLXXRPLBJJFX	C(C(C(C=O)O)NCCO)(O)=O	177.063722452	C6H11NO5	6	11	5.0	-4.5307	0.306	6	4	106.86	-0.46361
G4	ROZOJQWPTMSEJM	C(C(C(C(C(O)=O)N)O)N)(O)=O	178.05897142	C5H10N2O5	5	10	5.0	-7.5268	0.301	7	5	146.87	-5.5254
G4	XTFVUSAXTPLZJM	C(C1(C(CNC1C(O)=O)O)O)=O	175.048072388	C6H9NO5	6	9	5.0	-5.1577	0.273	6	4	106.86	1.2533
G4	ICEDUSZAUATPIS	C(C1(C(C(C(O)=O)NC1)O)O)=O	175.048072388	C6H9NO5	6	9	5.0	-5.1577	0.273	6	4	106.86	0.70775
G4	MXNSOMYBWKKLDR	C(C(CO)(C(C(C(O)=O)N)O)N)=O	192.074621484	C6H12N2O5	6	12	5.0	-7.9356	0.466	7	5	146.87	-9.0876
G4	RGOLNWCEPVTLQJ	C(C(CN)(C(C(C(O)=O)N)O)O)=O	192.074621484	C6H12N2O5	6	12	5.0	-7.9356	0.466	7	5	146.87	-7.1887
G4	NXTHZBADARDKFK	C(C(CC(C(O)=O)=O)N)(O)=O	161.032422324	C5H7NO5	5	7	5.0	-4.4116	-0.073	6	3	117.69	-22.651
G4	RMMONOWBVIKRSI	C(C(C=C(C=O)N)N)(O)=O	144.053492116	C5H8N2O3	5	8	3.0	-5.7648	-0.433	5	3	106.41	-9.6294
G4	PHSBINGCQDHSRR	C(C(C(C(O)=O)NCCO)N)=O	176.079706864	C6H12N2O4	6	12	4.0	-6.6553	0.23	6	4	112.65	-0.69912
G4	HCWWREZSDSGKSK	C(C(C(C(O)=O)NCC(O)=O)N)=O	190.05897142	C6H10N2O5	6	10	5.0	-7.0049	0.248	7	4	129.72	-3.5353
G4	ZCSJSPMOQXRTPZ	C(C(C(C(C(O)=O)N)N)N)=O	161.080041212	C5H11N3O3	5	11	3.0	-9.5141	-0.008	6	4	132.43	-8.9293
G4	RMPRZRJMSJLHAV	C(C(C(C(C=O)O)N)N)(O)=O	162.0640568	C5H10N2O4	5	10	4.0	-7.3895	0.068	6	4	126.64	-8.0495
G4	VIVJELYGFZQFJG	C(C(C(C(C(O)=O)O)N)N)(O)=O	178.05897142	C5H10N2O5	5	10	5.0	-7.5268	0.301	7	5	146.87	-4.7388
G4	WAGCRSSCYXAZKL	C(C(C(C(CN)O)N)N)(O)=O	163.095691276	C5H13N3O3	5	13	3.0	-9.3018	0.207	6	5	135.59	-5.8975
G4	MKPKBIHUKYCAED	C(C(C(CO)N)NCC=O)(O)=O	176.079706864	C6H12N2O4	6	12	4.0	-6.6553	0.23	6	4	112.65	-4.1142
G4	XCXUZPXOFFRGGP	C(C(CC(C=O)O)N)(O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.2431	-0.255	5	3	100.62	-13.792
G4	KSDGDHAVXIWIQE	C(C(C(C=O)O)NCCN)(O)=O	176.079706864	C6H12N2O4	6	12	4.0	-6.6553	0.23	6	4	112.65	-3.218
G4	XJBFSVCWWOWTIY	C(C1C(C(C(N1)=O)O)O)(O)=O	161.032422324	C5H7NO5	5	7	5.0	-2.8195	0.108	6	4	106.86	-2.887
G4	AFXDYGXNQVSAPF	C(C(C(C(C=O)N)O)N)(O)=O	162.0640568	C5H10N2O4	5	10	4.0	-7.3895	0.068	6	4	126.64	-7.7695
G4	NXQTXMVQLQWSEF	C(C(C(C(C=O)O)O)N)(O)=O	163.048072388	C5H9NO5	5	9	5.0	-5.2649	0.144	6	4	120.85	-7.5426
G4	YJTLYALIYQJAFP	C(CC(CO)O)(NCCN)=O	162.100442308	C6H14N2O3	6	14	3.0	-2.3033	0.046	5	4	95.58	-4.3118
G4	MEJRUMCYGZDPRS	C(C(C(CO)O)O)(NCCN)=O	178.095356928	C6H14N2O4	6	14	4.0	-3.3251	0.445	6	5	115.81	-2.1679
G4	APCDJAFTHLPEKO	C(C(C(CO)O)O)(N)=O	135.053157768	C4H9NO4	4	9	4.0	-2.7584	0.23	5	4	103.78	1.5731
G4	NFFPKRVXIPSSQR	C(C(C(C(CO)O)O)O)(N)=O	165.063722452	C5H11NO5	5	11	5.0	-3.3258	0.359	6	5	124.01	2.0553
G4	DAGMTYVFKMTZSH	C(CNC(C(C(CO)O)O)=O)=O	177.063722452	C6H11NO5	6	11	5.0	-3.1396	0.306	6	4	106.86	-1.6998
G4	ZALQCZZSYUATIC	C(CC(CO)O)(NCCO)=O	163.084457896	C6H13NO4	6	13	4.0	-1.9055	0.122	5	4	89.79	-1.5217
G4	YTHUNUQRHVQMOK	C(C(C(CO)O)O)(NCCO)=O	179.079372516	C6H13NO5	6	13	5.0	-2.9273	0.521	6	5	110.02	0.59046
G4	LLVGGXSIJJWQFB	C(CNC(CC(CO)O)=O)(O)=O	177.063722452	C6H11NO5	6	11	5.0	-2.2551	0.14	6	4	106.86	-6.5628
G4	IJSMKXBGOVFUMR	C(C(CO)N)(CC(CO)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	-12.78
G4	ACEBXNQWAVBBLQ	C(C(CO)=O)(CC(CO)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	-10.969
G4	HTPCMKNTPHQSJB	C(C(CO)N)(CC(CN)=O)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.982	-0.107	5	3	106.41	-10.674
G4	SVVSGHPLYTUVQX	C(C(CN)=O)(CC(CO)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.982	-0.107	5	3	106.41	-12.018
G4	OEWRBTMFVDTTPT	C(C(CO)=O)(C(CO)CN)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7252	0.187	5	3	100.62	-3.4533
G4	ZRCQNWUFVNHOTM	C(C(CO)C(C(CN)=O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9063	0.023	5	3	100.62	-2.2879
G4	UHLTZHHMZHKASI	C(C(CN)=O)(C(CO)CO)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7252	0.187	5	3	100.62	-5.79
G4	APSVCGFBKMNGFG	C(C(CN)O)(CC(CO)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	-7.1835
G4	ADVFXVXYLPVHSX	C(CCN)(C(C(CO)=O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	1.5403
G4	GVFWSHBEMBBCOE	C(C(CN)=O)(C(CN)CO)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.123	0.111	5	3	106.41	-4.34
G4	JDNWLCFSEYIORV	C(C(CN)C(C(CN)=O)O)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.3041	-0.053	5	3	106.41	-2.1061
G4	SPRCDARSHNNDCX	C(C(CN)C(C(CO)=O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.3041	-0.053	5	3	106.41	-4.0563
G4	KJLKJKRJQAOIRM	C(CN)(C(CC(CN)=O)O)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.982	-0.107	5	3	106.41	1.5588
G4	ORCZPHYEBXTUCR	C(C(CN)O)(CC(CN)=O)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.982	-0.107	5	3	106.41	-4.8116
G4	GJBNGFRZPMWHOU	C(CCN)(C(C(CN)=O)O)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.982	-0.107	5	3	106.41	0.59102
G4	GNORGKJEZRSQLB	C(CO)(C(CC(CN)=O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.982	-0.107	5	3	106.41	-3.1259
G4	KTHNDOLPEPYJGJ	C(CCN)(C(C(CO)=O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-2.982	-0.107	5	3	106.41	-1.3695
G4	XYVWFGWOGXGWEW	C(CO)(C(CC(CO)=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	-6.0415
G4	HQHHOHPUFRRQRY	C(CCO)(C(C(CO)=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	-2.9811
G4	SQXFGCCBCVKDJF	C(CC(C=O)N)(C(CN)O)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.1631	-0.271	5	3	106.41	-2.9807
G4	BWFODDSUVICFTO	C(C(C(CO)O)=O)(CCN)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	-5.0269
G4	QITKULPFPRRXTG	C(CO)(C(CN)C(C=O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.3041	-0.053	5	3	106.41	-1.9063
G4	JTXXJKVBTBMEQI	C(C(C(CC(CO)N)=O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.1631	-0.271	5	3	106.41	-10.873
G4	KQOUHFWCLVPBET	C(C(CC(C(CN)O)N)=O)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.1631	-0.271	5	3	106.41	-2.7934
G4	CFIPTNRUUCHLRU	C(C(CC(C(CO)O)N)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-2.7926
G4	XWDFYPOVMZNPBP	C(C(CO)O)(C(C(C)=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-6.3781
G4	OGOOLELVTMLOGV	C(CC(C(C(CO)N)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-4.4812
G4	CWKBVHWILPQTCU	C(C(C(CC(CO)N)=O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-8.2287
G4	LEZZEBDLIZQRAE	C(C(CO)C(C=O)(CO)N)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0661	0.128	5	3	100.62	-4.525
G4	JRZDQZPYOMRFTQ	C(C(CN)C(C=O)(CO)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.4639	0.052	5	3	106.41	-4.6502
G4	JDEDNNHXTVNEMF	C(C(C(C(CO)N)=O)CO)(O)=O	177.063722452	C6H11NO5	6	11	5.0	-4.7704	0.256	6	4	120.85	-6.386
G4	PXKBTWFBYQZFAG	C(C(C(C(CO)N)=O)CN)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.3041	-0.053	5	3	106.41	-8.0024
G4	WFZAMFNXKODPGN	C(C(CO)(CC(CN)=O)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.1418	-0.002	5	3	106.41	-8.3971
G4	AZJKZRMPDHWMAJ	C(C(C(CCN)=O)(CO)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.1418	-0.002	5	3	106.41	-4.5146
G4	NJKOOYATENVLBQ	C(C(CO)C(C=O)(CN)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0661	0.128	5	3	100.62	-2.644
G4	DJBDURHSSPUZDP	C(C(CN)C(C(O)=O)(CO)O)=O	177.063722452	C6H11NO5	6	11	5.0	-4.9302	0.361	6	4	120.85	-1.2368
G4	GEEFFRAZIZMKFL	C(C(CN)C(C=O)(CN)O)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.4639	0.052	5	3	106.41	-2.4601
G4	PGRMQTPYEZFNKS	C(C(CO)(CC(CN)=O)O)(O)=O	177.063722452	C6H11NO5	6	11	5.0	-4.6081	0.307	6	4	120.85	-2.3422
G4	PNBJJVFZRIUXAE	C(C(C(C(CN)O)=O)CO)(O)=O	177.063722452	C6H11NO5	6	11	5.0	-4.7704	0.256	6	4	120.85	-0.80357
G4	QGVSLMMVPZGCCZ	C(C(C(CCN)=O)(CO)O)(O)=O	177.063722452	C6H11NO5	6	11	5.0	-4.6081	0.307	6	4	120.85	0.46262
G4	LRGCEWKFMAIEIW	C(C(C(C)=O)C(CN)O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.8437	-0.251	5	3	100.62	-1.8665
G4	ARKJESPBUKHSFP	C(C(CN)(CC(CN)=O)O)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.1418	-0.002	5	3	106.41	-2.8736
G4	FELFMCSYCNXABL	C(C(C(CCN)=O)(CN)O)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.1418	-0.002	5	3	106.41	-1.5277
G4	KBMGKKAMSNTCJC	C(C(C(C(CN)O)=O)CN)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.3041	-0.053	5	3	106.41	-2.1061
G4	MPNXBYZGBOFHHU	C(C(CN)(CC(CO)=O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.744	0.074	5	3	100.62	-5.232
G4	XJUIUFLJRAQQGK	C(C(C(CCO)=O)(CN)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.744	0.074	5	3	100.62	-3.3002
G4	MBZDAVUFHUXAKO	C(C(C(C(CO)O)=O)CN)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9063	0.023	5	3	100.62	-2.0865
G4	NJJDTNCDSBGFHJ	C(C(C(C(CN)O)=O)CO)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9063	0.023	5	3	100.62	-2.0587
G4	GVPILTCFSQMMAM	C(C(C(CCN)=O)(CO)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.744	0.074	5	3	100.62	-1.4922
G4	RAZPPUMOTGTIKT	C(CN)(C(C(CO)=O)CO)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7252	0.187	5	3	100.62	0.92569
G4	KBKDATCIUHDNBM	C(CN)(C(C(CN)=O)CO)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.123	0.111	5	3	106.41	0.086354
G4	OUMYIRLXZDIGMN	C(C(C(CN)=O)C(CO)N)=O	160.084792244	C6H12N2O3	6	12	3.0	-3.3041	-0.053	5	3	106.41	-6.0625
G4	YOGXPSGTQNKHLT	C(C)(C(C(CN)=O)(CO)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.658	0.13	5	3	100.62	0.30535
G4	PHWATGIULNVCFW	C(C(C(CO)N)(CC=O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-6.6042
G4	WGUOOIANQNMLFN	C(C(C(C)=O)(C(CO)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-4.6236
G4	JMEGTFODTPNJNY	C(C(C(CO)=O)C(CO)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9063	0.023	5	3	100.62	-5.0655
G4	GQVNSVTZSDSSAC	C(CC(C(O)=O)N)(C(CN)O)=O	176.079706864	C6H12N2O4	6	12	4.0	-6.754	-0.038	6	4	126.64	-11.912
G4	GTEFKYBQGSZXDS	C(C(C(CC(CN)O)=O)N)(O)=O	176.079706864	C6H12N2O4	6	12	4.0	-6.754	-0.038	6	4	126.64	-5.9766
G4	DFOHORMBFQVULU	C(C(CO)C(C(O)=O)N)=O	147.053157768	C5H9NO4	5	9	4.0	-4.3841	-0.037	5	3	100.62	-8.9106
G4	LLSFRTXGVXLDFC	C(C(C(CO)O)C(C(O)=O)N)=O	177.063722452	C6H11NO5	6	11	5.0	-4.9515	0.092	6	4	120.85	-8.7669
G4	YLFOUWREMSVNLT	C(CO)(C(CO)C(C(O)=O)N)=O	177.063722452	C6H11NO5	6	11	5.0	-4.7704	0.256	6	4	120.85	-5.4696
G4	XCWYFPYAGYNRNE	C(C(CN)C(C(O)=O)N)=O	146.06914218	C5H10N2O3	5	10	3.0	-6.5087	-0.113	5	3	106.41	-8.9123
G4	MKMWXXXFGYQTHN	C(CO)(C(CN)C(C(O)=O)N)=O	176.079706864	C6H12N2O4	6	12	4.0	-6.895	0.18	6	4	126.64	-5.7364
G4	CZXJONPSQGPJJR	C(C(C(C(CO)CO)=O)N)(O)=O	177.063722452	C6H11NO5	6	11	5.0	-4.7704	0.256	6	4	120.85	-8.6375
G4	SURWICONOPIANU	C(C(CC(CN)=O)N)(O)=O	146.06914218	C5H10N2O3	5	10	3.0	-6.1866	-0.167	5	3	106.41	-12.473
G4	LEHXYVYSBAOJMI	C(CCN)(C(C(O)=O)N)=O	146.06914218	C5H10N2O3	5	10	3.0	-6.1866	-0.167	5	3	106.41	-7.0495
